HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,31JLPPHS2V2ISDBKTOQ3T8N3ZMXO38,AVLBKM6QIPB1S,Approved,Sun Feb 14 21:30:38 PST 2016,Sun Feb 14 21:31:41 PST 2016,Mon Feb 15 03:31:41 PST 2016,2016-02-15 11:33:21 UTC,,,63,100% (14/14),100% (14/14),100% (14/14),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,ok,"Site gets routed to :
TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,333U7HK6IAN29UMK604AYLSTR5YDJY,A2IICH6KZZB6XF,Approved,Sun Feb 14 21:22:05 PST 2016,Sun Feb 14 21:29:50 PST 2016,Mon Feb 15 03:29:50 PST 2016,2016-02-15 11:33:21 UTC,,,465,100% (38/38),100% (38/38),100% (38/38),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,YES I DO GOT REGISTRATION,"Match each word in the left column with its antonym (opposite) on the right. When finished, click Answer to see the results. Good luck!",3,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,336KAV9KYR0519J3VBLWCPGD7HZY2J,APNX2JW4QKM0L,Approved,Sun Feb 14 20:13:45 PST 2016,Sun Feb 14 20:14:19 PST 2016,Mon Feb 15 02:14:19 PST 2016,2016-02-15 10:17:36 UTC,,,34,100% (31/31),100% (31/31),100% (31/31),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,{},"Article of the Day
	

?
Waterboarding
Waterboarding, a torture method that simulates drowning, has existed in various forms since the time of the Spanish Inquisition. Generally, water is poured over the face of an immobilized prisoner, inducing the gag reflex and mimicking sensations associated with drowning. The technique gained international attention in 2006, when reports surfaced charging the US with torturing detainees during the ""War on Terror."" When CIA officers were waterboarded during training, how quickly did they break? More... Discuss",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3DHE4R9OCXJ5FIY315ZQ5P992K7G2Z,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:35:10 PST 2016,Sun Feb 14 19:36:42 PST 2016,Mon Feb 15 01:36:42 PST 2016,2016-02-15 09:37:37 UTC,,,92,100% (91/91),100% (91/91),100% (65/65),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,yes i enjoy.,"TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3FPRZHYEPZFDIXKHU0CHO0HBVEX3VQ,AROEBUDI2L9G9,Approved,Sun Feb 14 20:01:53 PST 2016,Sun Feb 14 20:11:53 PST 2016,Mon Feb 15 02:11:53 PST 2016,2016-02-15 10:12:38 UTC,,,600,100% (71/71),100% (71/71),100% (71/71),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,{},"TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3QL2OFSM97QONS7RL21R7MRSFO8CNG,A28N8N0FAW4B74,Approved,Sun Feb 14 20:07:33 PST 2016,Sun Feb 14 20:11:11 PST 2016,Mon Feb 15 02:11:11 PST 2016,2016-02-15 10:12:37 UTC,,,218,100% (25/25),100% (25/25),100% (25/25),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,{},"Customize Your Homepage
TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3SB4CE2TJW3567OX3US9ZTS2HYGAXD,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:21:47 PST 2016,Sun Feb 14 19:39:18 PST 2016,Mon Feb 15 01:39:18 PST 2016,2016-02-15 09:42:37 UTC,,,1051,100% (66/66),100% (66/66),100% (66/66),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,"If you post HITs regularly, perhaps make it closed qualification.","Links redirects to http://www.thefreedictionary.com/ home page.

(TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.)",0,,
3TFJJUELSHXPBMK49HY5RETA308C2I,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3WR9XG3T64JWP32PCGEKSRTENV6472,A1M7DKSUT54LJ9,Approved,Sun Feb 14 19:22:00 PST 2016,Sun Feb 14 19:22:44 PST 2016,Mon Feb 15 01:22:44 PST 2016,2016-02-15 09:27:36 UTC,,,44,100% (53/53),100% (53/53),100% (51/51),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://encyclopedia.farlex.com/physiological+psychologist,clueweb09-en0002-97-05048,0,{},"TheFreeDictionary.com now allows you to create your own personal homepage by adding and removing, dragging and dropping, and ""using or losing"" existing content windows. In addition, you can add your own bookmarks, weather information, horoscope, and RSS feeds from anywhere on the web.",0,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,338JKRMM2778KHOIYQANW748T9EHAA,AROEBUDI2L9G9,Approved,Sun Feb 14 20:01:48 PST 2016,Sun Feb 14 20:05:59 PST 2016,Mon Feb 15 02:05:59 PST 2016,2016-02-15 10:07:37 UTC,,,251,100% (71/71),100% (71/71),100% (71/71),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3DBQWDE4Y763O7YC6SEJTGLIN7M5N1,A1YJKLVJW1FE33,Approved,Sun Feb 14 20:18:24 PST 2016,Sun Feb 14 20:18:58 PST 2016,Mon Feb 15 02:18:58 PST 2016,2016-02-15 10:22:36 UTC,,,34,100% (145/145),100% (66/66),100% (66/66),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Jaundice may be noticeable in the sclera of the eyes at levels of about 2 to 3;mg/dl (34 to 51 μmol/l),[24] and in the skin at higher levels. For conversion, 1 mg/dl = 17.1 µmol/l.[25]

Jaundice is classified depending upon whether the bilirubin is free or conjugated to glucuronic acid into conjugated jaundice or unconjugated jaundice.[",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3G2UL9A02EMA4Q63V47ZPPDSJM576J,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:07:17 PST 2016,Sun Feb 14 19:14:38 PST 2016,Mon Feb 15 01:14:38 PST 2016,2016-02-15 09:17:36 UTC,,,441,100% (66/66),100% (66/66),100% (66/66),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Hyperbilirubinemia results from a higher-than-normal level of bilirubin in the blood. For adults, this is any level above 170 μmol/l and for newborns 340 µmol/l and critical hyperbilirubinemia 425 µmol/l.

Mild rises in bilirubin may be caused by:

    Hemolysis or increased breakdown of red blood cells
    Gilbert's syndrome – a genetic disorder of bilirubin metabolism that can result in mild jaundice, found in about 5% of the population
    Rotor syndrome: nonitching jaundice, with rise of bilirubin in the patient's serum, mainly of the conjugated type",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3JRJSWSMQITWGMYVZAN7OWTPVJV3EL,A28N8N0FAW4B74,Approved,Sun Feb 14 20:18:08 PST 2016,Sun Feb 14 20:19:54 PST 2016,Mon Feb 15 02:19:54 PST 2016,2016-02-15 10:22:37 UTC,,,106,100% (25/25),100% (25/25),100% (25/25),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin (formerly referred to as haematoidin) is the yellow breakdown product of normal heme catabolism, caused by the body's clearance of aged red blood cells which contain hemoglobin.[1]

Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3PJ71Z61R5AJBNTZ4VT28PDH62X19D,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:59:39 PST 2016,Sun Feb 14 20:00:58 PST 2016,Mon Feb 15 02:00:58 PST 2016,2016-02-15 10:02:37 UTC,,,79,100% (91/91),100% (91/91),100% (65/65),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3R6P78PK7LJZZHSGKKJM6CIZ2YXGT6,APNX2JW4QKM0L,Approved,Sun Feb 14 19:45:37 PST 2016,Sun Feb 14 19:46:30 PST 2016,Mon Feb 15 01:46:30 PST 2016,2016-02-15 09:47:37 UTC,,,53,100% (31/31),100% (31/31),100% (31/31),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"ilirubin consists of an open chain of four pyrrole-like rings (tetrapyrrole). In heme, these four rings are connected into a larger ring, called a porphyrin ring.

Bilirubin can be ""conjugated"" with a molecule of glucuronic acid which makes it soluble in water (see below). This is an example of glucuronidation.

Bilirubin is very similar to the pigment phycobilin used by certain algae to capture light energy, and to the pigment phytochrome used by plants to sense light. All of these contain an open chain of four pyrrolic rings.",0,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3RANCT1ZVGPI8DZU43HIAXD45YJBUG,A1M7DKSUT54LJ9,Approved,Sun Feb 14 19:19:57 PST 2016,Sun Feb 14 19:20:29 PST 2016,Mon Feb 15 01:20:29 PST 2016,2016-02-15 09:22:37 UTC,,,32,100% (53/53),100% (53/53),100% (51/51),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3U0SRXB7CEDSTUWA3ZRMWHQEFOCNRW,A2DNSD743W4OC2,Approved,Sun Feb 14 19:38:13 PST 2016,Sun Feb 14 19:38:40 PST 2016,Mon Feb 15 01:38:40 PST 2016,2016-02-15 09:42:36 UTC,,,27,100% (47/47),100% (14/14),100% (8/8),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin (formerly referred to as haematoidin) is the yellow breakdown product of normal heme catabolism, caused by the body's clearance of aged red blood cells which contain hemoglobin.",0,,
3VCK0Q0PO5M16GEHJK35O1U7562N0R,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3EJJQNKU9SD0JYAZ01W9RXTITD2RHS,A2IICH6KZZB6XF,Approved,Sun Feb 14 20:34:41 PST 2016,Sun Feb 14 20:38:28 PST 2016,Mon Feb 15 02:38:28 PST 2016,2016-02-15 10:42:36 UTC,,,227,100% (38/38),100% (38/38),100% (38/38),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://www.pets.ca/encyclopedia/jaundice_cat.htm,clueweb09-en0009-71-20162,0,THIS SITE IS DESCRIBING DISEASE,"Any age, sex, or breed can be affected. Obese cats that suddenly stop eating are more at risk of developing jaundice resulting from a syndrome called feline fatty liver disease, or hepatic lipidosis.",0,,
